folio,proveedor,cliente,vehiculo,destino,fecha_envio,hora_carga,prioridad,precio_flete,importe_otros,importe_agregados,importe_total,flete,maniobras_y_otros,mes
E001585,Albornos,Walmart,Camioneta,Sta Barbar,2026-03-11,09:00,1,7370,2500,0,9870,7370,2500,mar
E001586,Gonzalez,Higienica Textil,Torton,Naucalpan,2026-03-11,08:00,1,9500,4400,0,13900,9500,4400,mar
E001588,EA,Walmart,Camioneta,Cuautitlan,2026-03-11,14:00,5,8000,3500,0,11500,8000,3500,mar
E001589,Express,Varios,Camioneta,Puebla,2026-03-11,12:00,2,6000,3000,0,9000,6000,3000,mar
E001590,Albornos,Soriana,Camioneta,Tultitlan,2026-03-12,12:00,2,7370,2200,0,9570,7370,2200,mar
E001591,Propios,Towell,Propios,Towell,2026-03-12,11:30,1,1,0,0,0,1,0,mar
E001592,Albornos,Parisina,Torthon,Toluca,2026-03-13,11:30,2,13200,4400,0,17600,13200,4400,mar
E001593,Albornos,City Fresko,Camioneta,Vallejo,2026-03-13,09:00,1,7370,0,0,7370,7370,0,mar
E001594,EA,Walmart,Camioneta,Cuautitlan,2026-03-13,13:00,3,8000,3500,0,11500,8000,3500,mar
E001595,Propios,Towell,Propios,Towell,2026-03-13,15:00,4,1,0,0,0,1,0,mar
E001596,EA,Clientes Varios,Camioneta,Chimalhuac,2026-03-13,15:00,4,4000,0,0,4000,4000,0,mar
E001597,Gonzalez,Chedraui,Trailer,Zumpango,2026-03-14,08:00,1,12000,0,0,12000,12000,0,mar
E001599,Gonzalez,Walmart,Trailer,Cuautitlan,2026-03-14,16:00,4,15000,4200,0,19200,15000,4200,mar
E001600,Albornos,DSW,Camioneta,Tultitlan,2026-03-14,10:00,3,7370,0,0,7370,7370,0,mar
E001601,Albornos,Walmart,Torton,Chalco,2026-03-17,15:00,2,8800,3500,0,12300,8800,3500,mar
E001602,Gonzalez,Chedraui,Trailer,Zumpango,2026-03-14,15:00,3,12000,0,0,12000,12000,0,mar
E001603,EA,Walmart,Camioneta,Cuautitlan,2026-03-17,15:30,3,8000,3500,0,11500,8000,3500,mar
E001604,EA,Walmart,Camioneta,Cuautitlan,2026-03-17,08:00,1,8000,2500,0,10500,8000,2500,mar
E001606,Gonzalez,Soriana,Trailer,Queretaro,2026-03-18,08:00,1,17000,0,0,17000,17000,0,mar
E001607,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-03-18,17:00,7,7800,0,0,7800,7800,0,mar
E001608,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-03-18,17:00,6,7800,0,0,7800,7800,0,mar
E001609,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-03-18,15:00,5,7800,0,0,7800,7800,0,mar
E001610,Albornos,WALMART,CAMIONETA,STA BARBAR,2026-03-18,14:00,4,7700,0,0,7700,7700,0,mar
E001611,Albornos,WALMART,CAMIONETA,CHALCO,2026-03-18,13:00,3,7700,0,0,7700,7700,0,mar
E001615,Express,RAYA DOM,Camioneta,LOCAL,2026-03-18,14:00,8,6000,5000,0,11000,6000,5000,mar
E001616,Towell,LOCAL,CAMIONETA,PUEBLA,2026-03-17,11:00,4,1,0,0,0,1,0,mar
E001617,ALBORNOS,LIVERPOOL,CAMIONETA,JILOTEPEC,2026-03-19,13:00,3,11000,0,0,11000,11000,0,mar
E001618,ALBORNOS,SUBURBIA,CAMIONETA,JILOTEPEC,2026-03-19,15:00,4,10000,0,0,10000,10000,0,mar
E001619,ALBORNOS,GUADALUPE Salloum,TORTON,CENTRO CDM,2026-03-19,10:00,2,9300,0,0,9300,9300,0,mar
E001621,PAQMEX,MERCO,1.5 CAMION,APODACA,2026-03-19,16:00,5,4845.02,0,0,4845.02,4845.02,0,mar
E001622,FLETEXPRESS,HOTELERIA QROO,CONSOLIDAD,QUINTANARO,2026-03-18,18:00,7,56000,10400,0,66400,56000,10400,mar
E001623,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-03-19,14:00,4,12000,0,0,12000,12000,0,mar
E001624,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-03-19,18:00,4,12000,0,0,12000,12000,0,mar
E001625,Albornos,MUESTRAS,CAMIONETA,OF MEX,2026-03-19,10:00,2,500,0,0,500,500,0,mar
E001626,EXPRESS,VARIOS,CAMIONETA,PUEBLA,2026-03-20,11:00,1,6000,0,3000,9000,6000,3000,mar
E001627,EA,CLIENTES VARIOS,Camioneta,CHIMALHUAC,2026-03-20,16:00,4,7800,0,0,7800,7800,0,mar
E001628,ALBORNOS,WALMART,TORTON,CUAUTITLAN,2026-03-21,11:00,2,8800,0,3360,12160,8800,3360,mar
E001629,EXPRESS,VARIOS,CAMIONETA,PUEBLA,2026-03-21,10:00,1,6000,0,0,6000,6000,0,mar
E001630,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-03-21,12:00,3,7800,0,0,7800,7800,0,mar
E001631,EA,PARISINA,CAMIONETA,TOLUCA,2026-03-20,12:00,1,10500,0,0,10500,10500,0,mar
E001632,FEDEX,ALMODA,TRAILER,JALISCO,2026-03-20,18:00,5,1,0,0,0,1,0,mar
E001633,Gonzalez,HIGIENICA TEXTIL,TRAILER,NAUCALPAN,2026-03-20,14:00,2,15000,0,12225,27225,15000,12225,mar
E001634,Albornos,SUBURBIA,CAMIONETA,JILOTEPEC,2026-03-23,13:00,2,8000,0,0,8000,8000,0,mar
E001635,ALBORNOS,WALMART,CAMIONETA,CUAUTITLAN,2026-03-23,13:00,1,7800,0,0,7800,7800,0,mar
E001636,EA,SUBURBIA,CAMIONETA,JILOTEPEC,2026-03-23,15:00,3,10000,0,0,10000,10000,0,mar
E001637,Albornos,Banorte,Torthon,CDMX,2026-03-23,08:00,1,8800,0,17600,26400,8800,17600,mar
E001638,Albornos,WALMART,CAMIONETA,CUAUTITLAN,2026-03-24,09:00,1,7700,0,0,7700,7700,0,mar
E001639,Albornos,SUBURBIA,CAMIONETA,JILOTEPEC,2026-03-24,12:00,2,8000,0,0,8000,8000,0,mar
E001640,EA,WALMART,CAMIONETA,CHALCO,2026-03-24,13:00,3,7800,0,0,7800,7800,0,mar
E001641,EA,SUBURBIA,CAMIONETA,JILOTEPEC,2026-03-24,17:00,6,10000,0,0,10000,10000,0,mar
E001642,Gonzalez,Soriana,Trailer,Queretaro,2026-03-24,18:00,4,17000,0,0,17000,17000,0,mar
E001643,ALBORNOS,SORIANA,TORTON,TULTITLAN,2026-03-24,19:00,6,8800,0,0,8800,8800,0,mar
E001644,Cliente recoge,Propios,cliente re,Local,2026-03-21,12:00,8,1,0,0,0,1,0,mar
E001646,ALBORNOS,CITY FRESKO,CAMIONETA,VALLEJO,2026-03-25,09:30,2,7370,0,0,7370,7370,0,mar
E001647,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-03-25,08:00,1,12000,0,0,12000,12000,0,mar
E001648,ALBORNOS,OPERADORA FUTURAMA,CAMIONETA,IZTAPALAPA,2026-03-25,13:30,4,7370,0,2200,9570,7370,2200,mar
E001649,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-03-25,15:00,5,7800,0,2800,10600,7800,2800,mar
E001650,EA,WALMART,CAMIONETA,STA BARBAR,2026-03-25,16:00,7,7370,0,2800,10170,7370,2800,mar
E001651,EA,WALMART,CAMIONETA,STA BARBAR,2026-03-25,15:00,6,7370,0,2800,10170,7370,2800,mar
E001653,EXPRESS,Julio Carreño,CAMIONETA,Celaya,2026-03-25,12:00,3,14000,0,2000,16000,14000,2000,mar
E001654,Albornos,WALMART,CAMIONETA,CHALCO,2026-03-25,14:00,7,7700,0,2800,10500,7700,2800,mar
E001655,Albornos,WALMART,CAMIONETA,STA BARBAR,2026-03-25,13:00,8,7700,0,2800,10500,7700,2800,mar
E001658,Albornos,MUESTRAS,CAMIONETA,OF MEX,2026-03-25,15:00,8,600,0,0,600,600,0,mar
E001659,Towel,Varios,Camioneta,Paqueteria,2026-03-26,13:00,1,1,0,0,0,1,0,mar
E001662,ALBORNOS,LIVERPOOL,CAMIONETA,JILOTEPEC,2026-03-26,13:00,3,10000,8000,0,18000,10000,8000,mar
E001664,ALBORNOS,CITY FRESKO,CAMIONETA,VALLEJO,2026-03-27,13:00,3,7370,0,0,7370,7370,0,mar
E001665,EXPRESS,Varios,Automovil,Paquetería,2026-03-25,16:30,4,600,0,0,600,600,0,mar
E001666,EA,MARISELA MOLINA,CAMIONETA,ORENDAIN,2026-03-28,09:00,1,7800,4000,3300,15100,7800,7300,mar
E001667,EA,PARISINA,CAMIONETA,TOLUCA,2026-03-27,12:00,2,10500,0,0,10500,10500,0,mar
E001668,Gonzalez,Soriana,TRAILER,QUERETARO,2026-03-28,12:00,1,17000,0,0,17000,17000,0,mar
E001669,ALBORNOS,SORIANA,CAMIONETA,TULTITLAN,2026-03-28,12:00,1,7700,0,2240,9940,7700,2240,mar
E001670,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-03-28,12:00,1,7800,0,0,7800,7800,0,mar
E001671,Cliente recoge,Propios,cliente re,Local,2026-03-27,14:00,4,1,0,0,0,1,0,mar
E001674,ALBORNOS,GUADALUPE Salloum,TORTHON,CENTRO CDM,2026-03-27,20:00,4,8800,0,0,8800,8800,0,mar
E001678,GONZALEZ,COLCHAS MEXICO,TRAILER,CUAUTITLAN,2026-03-28,13:00,5,15000,0,0,15000,15000,0,mar
E001680,ALBORNOS,WALMART,TORTHON,CUAUTITLAN,2026-03-30,14:00,2,8800,0,0,8800,8800,0,mar
E001681,GONZALEZ,COLCHAS MEXICO,TRAILER,CUAUTITLAN,2026-03-30,17:00,4,15000,0,0,15000,15000,0,mar
E001682,EA,DSW,CAMIONETA,TULTITLAN,2026-03-30,12:00,1,7800,0,0,7800,7800,0,mar
E001683,GONZALEZ,DSW,TRAILER,TULTITLAN,2026-03-30,16:00,3,15000,0,0,15000,15000,0,mar
E001684,Gonzalez,JOSUE MORENO,TRAILER,JALISCO,2026-03-31,10:00,1,27000,0,1000,28000,27000,1000,mar
E001686,AlBORNOS,WALMART,TORTHON,CHALCO,2026-03-31,16:00,5,8800,0,3360,12160,8800,3360,mar
E001687,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-03-31,17:00,6,7800,0,2800,10600,7800,2800,mar
E001688,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-03-31,12:00,2,12000,0,0,12000,12000,0,mar
E001689,ALBORNOS,WALMART,CAMIONETA,CUAUTITLAN,2026-03-31,13:00,3,7700,0,2800,10500,7700,2800,mar
E001690,EA,SUBURBIA,CAMIONETA,JILOTEPEC,2026-03-31,15:00,4,10000,0,0,10000,10000,0,mar
E001697,Gonzalez,Soriana,TRAILER,QUERETARO,2026-04-01,16:00,4,17000,0,0,17000,17000,0,abr
E001698,ALBORNOS,SORIANA,CAMIONETA,TULTITLAN,2026-04-01,11:00,1,7700,0,0,7700,7700,0,abr
E001699,Albornos,WALMART,CAMIONETA,CHALCO,2026-04-01,12:00,2,7370,7370,5600,20340,7370,12970,abr
E001700,EA,WALMART,CAMIONETA,STA BARBAR,2026-04-01,15:00,3,7800,15200,8401,31401,7800,23601,abr
E001701,FEDEX,ALMODA,PAQUETERIA,JALISCO,2026-04-01,17:00,5,1,0,0,0,1,0,abr
E001702,FLETEXPRESS,HOTELERIA QROO,CONSOLIDAD,QUINTANARO,2026-03-28,15:00,5,56001,0,10400,66401,56001,10400,mar
E001704,EXPRESS,INNOVA,CAMIONETA,TEZIUTLAN,2026-04-02,10:00,1,17000,0,3000,20000,17000,3000,abr
E001705,EA,ALFREDO GALARZA HERNANDEZ,CAMIONETA,IXMIQUILPA,2026-03-30,15:00,3,10500,0,3300,13800,10500,3300,mar
E001706,ALBORNOS,JUGOMEX,CAMIONETA,EDOMEX,2026-04-02,14:00,2,7700,0,3300,11000,7700,3300,abr
E001708,EA,CASA LEY,TORTHON,CULIACAN,2026-04-03,09:30,1,57000,0,0,57000,57000,0,abr
E001710,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-04-03,12:00,1,12000,0,0,12000,12000,0,abr
E001711,ALBORNOS,WALMART,TORTHON,CUAUTITLAN,2026-04-06,12:00,3,8800,0,3360,12160,8800,3360,abr
E001712,EA,SUBURBIA,CAMIONETA,JILOTEPEC,2026-04-06,08:00,1,10000,0,0,10000,10000,0,abr
E001713,Albornos,WALMART,CAMIONETA,CUAUTITLAN,2026-04-06,16:00,4,7370,0,2800,10170,7370,2800,abr
E001714,Albornos,WALMART,CAMIONETA,CUAUTITLAN,2026-04-06,09:00,2,7370,0,2800,10170,7370,2800,abr
E001717,ALBORNOS,WALMART,CAMIONETA,CHALCO,2026-04-07,15:00,3,7700,0,2800,10500,7700,2800,abr
E001718,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-07,16:00,4,7800,0,2800,10600,7800,2800,abr
E001719,EA,SUBURBIA,CAMIONETA,JILOTEPEC,2026-04-07,08:00,1,10000,0,0,10000,10000,0,abr
E001720,ALBORNOS,GUADALUPE Salloum,CAMIONETA,CDMX,2026-04-07,12:00,2,7700,4500,7400,19600,7700,11900,abr
E001721,ALBORNOS,OPERADORA FUTURAMA,CAMIONETA,IZTAPALAPA,2026-04-08,13:00,3,7370,0,2200,9570,7370,2200,abr
E001722,EA,WALMART,CAMIONETA,STA BARBAR,2026-04-08,14:00,4,7400,0,2800,10200,7400,2800,abr
E001723,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-04-08,08:00,1,12000,0,0,12000,12000,0,abr
E001724,Albornos,WALMART,CAMIONETA,CUAUTITLAN,2026-04-08,14:00,5,7370,0,2800,10170,7370,2800,abr
E001725,Albornos,WALMART,CAMIONETA,CUAUTITLAN,2026-04-08,17:00,6,7370,0,2800,10170,7370,2800,abr
E001726,EXPRESS,VARIOS,CAMIONETA,PUEBLA,2026-04-08,11:00,2,2000,0,1000,3000,2000,1000,abr
E001728,Cliente recoge,Propios,cliente re,Local,2026-04-09,11:00,1,1,0,0,0,1,0,abr
E001729,EA,PARISINA,CAMIONETA,TOLUCA,2026-04-10,12:00,2,10500,0,3300,13800,10500,3300,abr
E001730,EA,CITY FRESKO,CAMIONETA,VALLEJO,2026-04-10,10:00,1,7400,0,0,7400,7400,0,abr
E001732,GONZALEZ,HIGIENICA TEXTIL,TRAILER,NAUCALPAN,2026-04-10,16:00,3,15000,0,6600,21600,15000,6600,abr
E001733,ALBORNOS,SORIANA,TORTHON,QUERETARO,2026-04-11,13:00,2,15000,0,0,15000,15000,0,abr
E001734,ALBORNOS,SORIANA,CAMIONETA,TULTITLAN,2026-04-11,12:00,1,7700,0,2240,9940,7700,2240,abr
E001737,Cliente recoge,Propios,cliente re,Local,2026-04-11,14:00,3,1,0,0,0,1,0,abr
E001738,Albornos,SUBURBIA,TORTHON,JILOTEPEC,2026-04-13,16:00,3,13000,0,0,13000,13000,0,abr
E001739,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-13,10:00,1,7800,0,2800,10600,7800,2800,abr
E001740,ALBORNOS,DSW,CAMIONETA,TULTITLAN,2026-04-13,17:00,5,7370,0,0,7370,7370,0,abr
E001742,AlBORNOS,SUBURBIA,CAMIONETA,JILOTEPEC,2026-04-13,16:30,4,8000,0,0,8000,8000,0,abr
E001743,PROPIOS,TOWELL,PROPIOS,TOWELL,2026-04-13,11:00,6,1,0,0,0,1,0,abr
E001744,EA,SALES DEL ISTMO / AL,CAMIONETA,PAJARITOS,2026-04-13,12:00,2,22000,0,0,22000,22000,0,abr
E001745,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-04-13,19:00,7,12000,0,0,12000,12000,0,abr
E001746,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-04-14,13:00,2,12000,0,0,12000,12000,0,abr
E001747,EA,SUBURBIA,CAMIONETA,JILOTEPEC,2026-04-14,08:00,1,10000,0,0,10000,10000,0,abr
E001748,EA,SORIANA,CAMIONETA,TULTITLAN,2026-04-14,16:00,3,7800,0,2240,10040,7800,2240,abr
E001749,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-14,11:00,2,7400,0,2800,10200,7400,2800,abr
E001750,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-14,16:00,4,7800,0,2800,10600,7800,2800,abr
E001751,ALBORNOS,WALMART,CAMIONETA,CHALCO,2026-04-14,16:00,5,7700,0,2800,10500,7700,2800,abr
E001752,ALBORNOS,WALMART,TORTHON,CUAUTITLAN,2026-04-14,17:00,7,8800,0,3360,12160,8800,3360,abr
E001753,Gonzalez,Soriana,TRAILER,QUERETARO,2026-04-14,19:00,8,17000,0,2500,19500,17000,2500,abr
E001754,EA,PARISINA,CAMIONETA,TOLUCA,2026-04-10,12:00,1,10500,0,3300,13800,10500,3300,abr
E001756,Albornos,WALMART,CAMIONETA,STA BARBAR,2026-04-15,15:00,2,7370,0,2800,10170,7370,2800,abr
E001757,Albornos,WALMART,CAMIONETA,CUAUTITLAN,2026-04-15,15:30,3,7370,0,2800,10170,7370,2800,abr
E001760,EA,MARISELA MOLINA,CAMIONETA,ORENDAIN,2026-04-15,17:00,5,7800,0,17000,24800,7800,17000,abr
E001761,Cliente recoge,Propios,cliente re,Local,2026-04-15,16:00,6,1,0,0,0,1,0,abr
E001762,Albornos,WALMART,CAMIONETA,STA BARBAR,2026-04-15,21:00,4,7370,0,2800,10170,7370,2800,abr
E001763,EA,LIVERPOOL,CAMIONETA,JILOTEPEC,2026-04-16,12:00,2,10000,0,0,10000,10000,0,abr
E001764,EA,SUBURBIA,CAMIONETA,JILOTEPEC,2026-04-16,16:00,3,10000,0,0,10000,10000,0,abr
E001765,PROPIOS,TOWELL,PROPIOS,TOWELL,2026-04-16,09:30,1,1,0,0,0,1,0,abr
E001766,AlBORNOS,LA PALESTINA,TORTHON,TOLUCA,2026-04-16,15:00,2,13200,0,4400,17600,13200,4400,abr
E001767,ALBORNOS,CITY FRESKO,CAMIONETA,VALLEJO,2026-04-17,10:00,1,7370,0,0,7370,7370,0,abr
E001768,GONZALEZ,DSW,TRAILER,TULTITLAN,2026-04-16,18:00,4,15000,0,0,15000,15000,0,abr
E001770,ALBORNOS,GUADALUPE Salloum,TORTHON,CENTRO CDM,2026-04-17,17:00,3,8800,0,5500,14300,8800,5500,abr
E001771,ALBORNOS,PARISINA,CAMIONETA,TOLUCA,2026-04-17,01:00,2,10500,0,3300,13800,10500,3300,abr
E001772,Albornos,SUBURBIA,TORTHON,JILOTEPEC,2026-04-18,14:00,1,13000,0,0,13000,13000,0,abr
E001773,GONZALEZ,SORIANA,TORTHON,QUERETARO,2026-04-18,15:00,3,15000,0,0,15000,15000,0,abr
E001774,ALBORNOS,SORIANA,CAMIONETA,TULTITLAN,2026-04-18,14:30,2,7700,0,1680,9380,7700,1680,abr
E001776,EXPRESS,VARIOS,CAMIONETA,PUEBLA,2026-04-20,13:00,1,2000,0,1000,3000,2000,1000,abr
E001779,GONZALEZ,WALMART,TRAILER,CUAUTITLAN,2026-04-21,16:00,4,15000,0,3920,18920,15000,3920,abr
E001780,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-04-21,08:00,1,12000,0,0,12000,12000,0,abr
E001781,Albornos,WALMART,CAMIONETA,CUAUTITLAN,2026-04-21,10:00,2,7370,0,2800,10170,7370,2800,abr
E001782,AlBORNOS,WALMART,TORTHON,CHALCO,2026-04-21,14:00,4,8800,0,3360,12160,8800,3360,abr
E001783,ALBORNOS,WALMART,CAMIONETA,CUAUTITLAN,2026-04-21,18:30,6,7700,0,2800,10500,7700,2800,abr
E001784,ALBORNOS,WALMART,CAMIONETA,CUAUTITLAN,2026-04-21,19:00,7,7700,0,2800,10500,7700,2800,abr
E001786,EA,Julio Carreño,CAMIONETA,CELAYA,2026-04-21,14:00,3,24000,0,0,24000,24000,0,abr
E001787,Cliente recoge,Propios,cliente re,Local,2026-04-21,15:00,9,1,0,0,0,1,0,abr
E001788,FLETEXPRESS,HOTELERIA QROO,CONSOLIDAD,QUINTANARO,2026-04-21,20:00,7,105001,0,17900,122901,105001,17900,abr
E001791,Albornos,WALMART,CAMIONETA,STA BARBAR,2026-04-22,16:00,3,7370,0,2800,10170,7370,2800,abr
E001792,ALBORNOS,OPERADORA FUTURAMA,CAMIONETA,IZTAPALAPA,2026-04-22,16:30,4,7370,0,2200,9570,7370,2200,abr
E001793,EXPRESS,VARIOS,CAMIONETA,PUEBLA,2026-04-22,12:00,2,2000,0,1000,3000,2000,1000,abr
E001794,EA,WALMART,CAMIONETA,STA BARBAR,2026-04-22,15:00,3,7800,0,2800,10600,7800,2800,abr
E001795,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-22,15:30,4,7800,0,2800,10600,7800,2800,abr
E001796,EXPRESS,INNOVA,CAMIONETA,TEZIUTLAN,2026-04-22,10:00,1,17000,0,3000,20000,17000,3000,abr
E001797,Paquetexpress,WALMART,PAQUETERIA,CHALCO,2026-04-22,16:00,1,966.76,0,4740,5706.76,966.76,4740,abr
E001798,Paquetexpress,WALMART,PAQUETERIA,STA BARBAR,2026-04-22,16:00,1,2979.87,0,3916.75,6896.62,2979.87,3916.75,abr
E001799,EA,CITY FRESKO,CAMIONETA,VALLEJO,2026-04-24,10:00,1,7400,0,0,7400,7400,0,abr
E001800,EA,PARISINA,CAMIONETA,TOLUCA,2026-04-24,16:00,4,10500,0,3300,13800,10500,3300,abr
E001801,AlBORNOS,CHEDRAUI,TORTHON,ZUMPANGO,2026-04-24,11:00,2,8800,0,0,8800,8800,0,abr
E001803,EA,SUBURBIA,CAMIONETA,JILOTEPEC,2026-04-25,16:00,7,10000,0,0,10000,10000,0,abr
E001804,GONZALEZ,SORIANA,TORTHON,QUERETARO,2026-04-25,16:00,8,15000,0,2500,17500,15000,2500,abr
E001807,EA,SORIANA,CAMIONETA,TULTITLAN,2026-04-25,15:00,3,7800,0,2240,10040,7800,2240,abr
E001808,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-04-24,13:00,2,12000,0,0,12000,12000,0,abr
E001809,GONZALEZ,EDUARDO GONZALEZ  RE,TORTHON,AGUASCALIE,2026-04-25,16:00,4,27000,0,0,27000,27000,0,abr
E001812,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-25,16:00,6,7400,0,2800,10200,7400,2800,abr
E001813,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-25,15:00,5,7400,0,2800,10200,7400,2800,abr
E001814,EA,DSW,CAMIONETA,TULTITLAN,2026-04-27,16:00,2,7800,0,0,7800,7800,0,abr
E001815,GONZALEZ,HIGIENICA TEXTIL,TORTHON,NAUCALPAN,2026-04-27,10:00,1,9500,0,8800,18300,9500,8800,abr
E001818,EXPRESS,VARIOS,CAMIONETA,PUEBLA,2026-04-28,09:00,1,2000,0,1000,3000,2000,1000,abr
E001819,ALBORNOS,WALMART,TORTHON,CUAUTITLAN,2026-04-28,10:30,2,8800,0,3360,12160,8800,3360,abr
E001820,GONZALEZ,CHEDRAUI,TRAILER,ZUMPANGO,2026-04-28,12:00,3,12000,0,0,12000,12000,0,abr
E001821,EA,WALMART,CAMIONETA,CHALCO,2026-04-28,15:00,5,7800,0,2800,10600,7800,2800,abr
E001822,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-28,16:00,6,7800,0,7280,15080,7800,7280,abr
E001825,Albornos,INDUSTRIAS 3000,TORTHON,PUEBLA,2026-04-28,11:00,2,5000,0,3000,8000,5000,3000,abr
E001826,ALBORNOS,GUADALUPE Salloum,TORTHON,CENTRO CDM,2026-04-29,13:00,1,9300,0,5500,14800,9300,5500,abr
E001828,ALBORNOS,HEB,CAMIONETA,CUAUTITLAN,2026-04-29,16:00,3,7370,0,2240,9610,7370,2240,abr
E001829,Albornos,WALMART,CAMIONETA,STA BARBAR,2026-04-29,16:00,4,7370,0,2800,10170,7370,2800,abr
E001830,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-29,16:00,5,7800,0,2800,10600,7800,2800,abr
E001831,ALBORNOS,WALMART,CAMIONETA,STA BARBAR,2026-04-29,16:00,6,7700,0,2800,10500,7700,2800,abr
E001832,EA,WALMART,CAMIONETA,CUAUTITLAN,2026-04-28,16:00,5,7400,0,5600,13000,7400,5600,abr
E001833,PAQMEX,MERCO,PAQUETERIA,APODACA,2026-04-30,14:00,4,4353.28,0,0,4353.28,4353.28,0,abr
E001834,ALBORNOS,CASA LEY,CAMIONETA,CULIACAN,2026-04-30,12:00,3,60000,0,0,60000,60000,0,abr
E001835,EXPRESS,VARIOS,CAMIONETA,PUEBLA,2026-04-30,11:00,2,4000,0,1000,5000,4000,1000,abr
E001837,Towel,Varios,CAMIONETA,Paqueteria,2026-04-30,10:00,1,1,0,0,0,1,0,abr
E001838,EA,LIVERPOOL,CAMIONETA,JILOTEPEC,2026-04-29,17:00,5,10000,0,0,10000,10000,0,abr
E001841,ALBORNOS,ALFREDO GALARZA HERNANDEZ,TORTHON,IXMIQUILPA,2026-04-30,11:00,1,12000,0,4400,16400,12000,4400,abr
E001842,Albornos,SUBURBIA,TORTHON,JILOTEPEC,2026-04-30,11:00,2,13000,0,0,13000,13000,0,abr
E001843,ALBORNOS,SORIANA,CAMIONETA,QUERETARO,2026-04-30,09:00,1,12000,0,0,12000,12000,0,abr
E001844,ALBORNOS,DM GRUPO EXPORTADOR,CAMIONETA,TEPEPAN,2026-04-30,13:00,3,7370,0,0,7370,7370,0,abr
E001845,ALBORNOS,DSW,CAMIONETA,TULTITLAN,2026-04-30,12:00,1,7370,0,0,7370,7370,0,abr
E001846,FEDEX,ALMODA,PAQUETERIA,JALISCO,2026-04-30,16:00,7,1,0,0,0,1,0,abr
E001847,EA,WALMART,CAMIONETA,CHALCO,2026-04-30,16:00,6,7800,0,2800,10600,7800,2800,abr
E001853,Gonzalez,JOSUE MORENO,TRAILER,JALISCO,2026-04-30,16:00,2,27000,0,0,27000,27000,0,abr
E001854,FLETEXPRESS,HOTELERIA QROO,CONSOLIDAD,QUINTANARO,2026-04-30,16:00,1,71401,0,14800,86201,71401,14800,abr
E001863,GONZALEZ,COLCHAS MEXICO,TRAILER,CUAUTITLAN,2026-04-30,16:00,1,15000,0,5500,20500,15000,5500,abr
E001870,EXPRESS,VARIOS,CAMIONETA,PUEBLA,2026-04-30,10:00,1,2000,0,2000,4000,2000,2000,abr
E001871,EA,MARISELA MOLINA,CAMIONETA,ORENDAIN,2026-04-30,14:00,2,7800,0,3000,10800,7800,3000,abr
E001878,ALBORNOS,EXPO Puerto Vallarta,TORTHON,PUERTO VAL,2026-03-13,09:00,1,60000,0,5000,65000,60000,5000,mar
E001906,GONZALEZ,Castelog,Trailer,Bajio,2026-01-22,17:00,2,27200,5500,0,32700,27200,5500,ene
